1544582648751852447,69577,69699
1544582648761750060,69673,69795
1544582648771748778,69769,69891
1544582648781765037,69865,69986
1544582648791768265,69961,70081
1544582648801801135,70057,70178
1544582648811766755,70154,70273
1544582648821765891,70251,70369
1544582648831862776,70348,70467
1544582648841781008,70445,70565
1544582648851752495,70541,70661
1544582648861867389,70638,70758
1544582648871760248,70735,70855
1544582648881770552,70832,70952
1544582648891773892,70927,71048
1544582648901772558,71024,71144
1544582648911845773,71121,71241
1544582648921758905,71219,71337
1544582648931776173,71315,71434
1544582648941773433,71411,71531
1544582648951753610,71509,71627
1544582648961768703,71606,71724
1544582648971749113,71703,71821
1544582648981758949,71800,71917
1544582648991753824,71897,72013
1544582649001758062,71994,72111
1544582649011741045,72091,72207
1544582649021769610,72188,72304
1544582649031747463,72285,72401
1544582649041769818,72381,72497
1544582649051754145,72479,72595
1544582649061758782,72575,72691
1544582649071795667,72673,72788
1544582649081760196,72769,72885
1544582649091757022,72867,72981
1544582649101774961,72964,73079
1544582649111848666,73061,73175
1544582649121768781,73159,73272
1544582649131762082,73256,73369
1544582649141760137,73353,73465
1544582649151751249,73451,73563
1544582649161764626,73549,73660
1544582649171798473,73646,73757
1544582649181789212,73745,73855
1544582649191762156,73842,73953
1544582649201769758,73940,74051
1544582649211758336,74038,74149
1544582649221759642,74136,74247
1544582649231772512,74234,74344
1544582649241810239,74331,74441
1544582649251749588,74429,74539
1544582649261750925,74527,74637
1544582649271753574,74625,74735
1544582649281773692,74722,74832
1544582649291767001,74819,74929
1544582649301773235,74917,75027
1544582649311774281,75015,75125
1544582649321767822,75113,75223
1544582649331772272,75211,75321
1544582649341812433,75309,75419
1544582649351862102,75407,75517
1544582649361776068,75505,75615
1544582649371775425,75603,75713
1544582649381773747,75702,75812
1544582649391767657,75801,75910
1544582649401766793,75899,76009
1544582649411766648,75997,76106
1544582649421865897,76095,76204
1544582649432201722,76194,76303
1544582649441756048,76293,76401
1544582649451756079,76391,76499
1544582649461779497,76487,76596
1544582649471759237,76585,76693
1544582649481779689,76683,76790
1544582649491773882,76781,76888
1544582649501764791,76879,76986
1544582649511787881,76977,77084
1544582649521791551,77076,77183
1544582649531776538,77175,77281
1544582649541765156,77275,77381
1544582649551759752,77373,77479
1544582649561761096,77471,77577
1544582649571775929,77570,77675
1544582649581776246,77669,77773
1544582649591815909,77768,77872
1544582649601757538,77867,77971
1544582649611781930,77965,78069
1544582649621774279,78064,78168
1544582649631765203,78163,78267
1544582649641767723,78261,78364
1544582649651759044,78359,78463
1544582649661769003,78457,78561
1544582649671770874,78557,78660
1544582649681764768,78657,78759
1544582649691774085,78755,78859
1544582649701784834,78855,78959
1544582649711771764,78953,79059
1544582649721781555,79053,79157
1544582649731858651,79152,79257
1544582649741766998,79250,79355
1544582649751764005,79349,79453
1544582649761762372,79448,79553
1544582649771770103,79547,79651
1544582649781783007,79645,79750
1544582649791766223,79744,79849
1544582649801770681,79843,79947
1544582649811768032,79943,80047
1544582649821763375,80041,80145
1544582649831763249,80141,80243
1544582649841759055,80240,80343
1544582649851862991,80339,80441
1544582649861777926,80439,80541
1544582649871770257,80537,80639
1544582649881766741,80637,80738
1544582649891765622,80736,80837
1544582649901798035,80835,80936
1544582649911765740,80934,81035
1544582649921766502,81033,81134
1544582649931759753,81133,81233
1544582649941774504,81232,81332
1544582649951764516,81331,81431
1544582649961770213,81431,81530
1544582649971765505,81529,81629
1544582649981766955,81629,81728
1544582649991764941,81728,81827
1544582650001784247,81828,81927
1544582650011796439,81928,82026
1544582650021778210,82027,82125
1544582650031842544,82127,82225
1544582650041764093,82227,82323
1544582650051767057,82326,82423
1544582650061770599,82425,82522
1544582650071764316,82525,82621
1544582650081863306,82624,82721
1544582650091761483,82723,82821
1544582650101857407,82823,82919
1544582650111778042,82922,83019
1544582650121772264,83021,83119
1544582650131783110,83121,83219
1544582650141766416,83221,83319
1544582650151771264,83320,83418
1544582650161777006,83419,83518
1544582650171770148,83519,83617
1544582650181769434,83619,83717
1544582650191762623,83719,83817
1544582650201760732,83819,83917
1544582650211851764,83919,84017
1544582650221770478,84019,84117
1544582650231758205,84119,84217
1544582650241775440,84219,84316
1544582650251771706,84320,84416
1544582650261761510,84421,84515
1544582650271767389,84521,84615
1544582650281766024,84621,84715
1544582650291757906,84719,84815
1544582650301762975,84819,84913
1544582650311849766,84919,85013
1544582650321768942,85019,85112
1544582650331863135,85118,85211
1544582650341766076,85217,85311
1544582650351765857,85319,85411
1544582650361768323,85420,85513
1544582650371767113,85521,85613
1544582650381775563,85621,85712
1544582650391770057,85720,85811
1544582650402260609,85821,85911
1544582650411859046,85921,86011
1544582650421767314,86022,86111
1544582650431767018,86122,86211
1544582650441775915,86223,86311
1544582650451793566,86323,86411
1544582650461774208,86423,86511
1544582650471779496,86523,86611
1544582650481779303,86623,86710
1544582650491766620,86723,86811
1544582650501861800,86824,86911
1544582650511773130,86924,87012
1544582650521768303,87025,87113
1544582650531779959,87125,87213
1544582650541775697,87227,87315
1544582650551781438,87327,87415
1544582650561865823,87427,87515
1544582650571765418,87527,87615
1544582650581775288,87627,87715
1544582650591778970,87727,87815
1544582650601772662,87827,87916
